user_id,item_id,ts,y,weight,label_source,split
#1 gizmo fan,tt0167261,2017-02-20,1,1.2083595417307718,explicit_rating,train
#1 gizmo fan,tt4116284,2017-03-05,1,1.156829644512078,explicit_rating,train
#1 gizmo fan,tt0949731,2017-03-09,0,0.9144366619895943,explicit_rating,train
#1 gizmo fan,tt0399146,2017-03-10,1,1.125570058842868,explicit_rating,train
#1 gizmo fan,tt2229499,2017-03-12,0,1.0621294117612659,explicit_rating,train
#1 gizmo fan,tt1839492,2017-03-13,1,1.0061091304581902,explicit_rating,train
#1 gizmo fan,tt0074486,2017-03-14,1,1.0862573655447902,explicit_rating,train
#1 gizmo fan,tt0106308,2017-03-16,1,1.0944346942288985,explicit_rating,train
#1 gizmo fan,tt0460829,2017-03-18,1,1.1044574655106223,explicit_rating,train
#1 gizmo fan,tt1714915,2017-03-24,1,0.9451661589616772,explicit_rating,train
#1 gizmo fan,tt2582802,2017-03-25,1,1.3344279684789595,explicit_rating,train
#1 gizmo fan,tt3569230,2017-03-26,1,1.0987399046442858,explicit_rating,train
#1 gizmo fan,tt3874544,2017-03-31,0,0.9740901137473089,explicit_rating,train
#1 gizmo fan,tt0335266,2017-04-01,1,1.0406833228849508,explicit_rating,train
#1 gizmo fan,tt2293640,2017-04-02,0,0.9878693216551776,explicit_rating,train
#1 gizmo fan,tt0322259,2017-04-03,1,1.193797092508555,explicit_rating,train
#1 gizmo fan,tt0108394,2017-04-04,1,1.212610327432144,explicit_rating,train
#1 gizmo fan,tt3731562,2017-04-07,1,1.228454752530602,explicit_rating,train
#1 gizmo fan,tt4385888,2017-04-08,1,1.0573959269742959,explicit_rating,train
#1 gizmo fan,tt0235198,2017-04-18,1,1.0611425439933138,explicit_rating,train
#1 gizmo fan,tt0060959,2017-04-22,1,1.0696784453554353,explicit_rating,train
#1 gizmo fan,tt0246578,2017-04-22,1,1.2426669387287426,explicit_rating,train
#1 gizmo fan,tt2948356,2017-04-23,1,1.2349687339911941,explicit_rating,train
#1 gizmo fan,tt3315342,2017-04-29,1,1.1864413358541857,explicit_rating,train
#1 gizmo fan,tt3460252,2017-05-01,1,1.0491630784953254,explicit_rating,train
#1 gizmo fan,tt0100935,2017-05-03,1,1.160662306154669,explicit_rating,train
#1 gizmo fan,tt0118583,2017-05-03,0,1.0660027533418273,explicit_rating,train
#1 gizmo fan,tt0816692,2017-05-05,1,1.2686812194508874,explicit_rating,train
#1 gizmo fan,tt1931533,2017-05-05,1,0.9899241935054169,explicit_rating,train
#1 gizmo fan,tt2080374,2017-05-06,1,1.0630200308004847,explicit_rating,train
#1 gizmo fan,tt3612616,2017-05-09,1,0.9645180760720703,explicit_rating,train
#1 gizmo fan,tt1490017,2017-05-11,1,1.2836465630563494,explicit_rating,train
#1 gizmo fan,tt0078754,2017-05-12,1,0.9533434876457855,explicit_rating,train
#1 gizmo fan,tt2543164,2017-05-14,1,1.3418454742907318,explicit_rating,train
#1 gizmo fan,tt1213663,2017-05-18,1,1.2080730026766888,explicit_rating,train
#1 gizmo fan,tt0095444,2017-05-20,1,1.1276794527702432,explicit_rating,train
#1 gizmo fan,tt0166896,2017-05-23,1,1.209527713241757,explicit_rating,train
#1 gizmo fan,tt0266697,2017-06-07,1,1.2562922348473977,explicit_rating,train
#1 gizmo fan,tt0105236,2017-06-08,1,1.2233874096722388,explicit_rating,train
#1 gizmo fan,tt1204342,2017-06-10,1,0.8814738503249697,explicit_rating,train
#1 gizmo fan,tt0110912,2017-06-11,1,1.122311583342801,explicit_rating,train
#1 gizmo fan,tt0449059,2017-06-16,1,1.410942136142821,explicit_rating,train
#1 gizmo fan,tt0446029,2017-06-21,1,1.3147273824366414,explicit_rating,train
#1 gizmo fan,tt1392190,2017-06-21,1,1.1333975774744036,explicit_rating,train
#1 gizmo fan,tt4975722,2017-06-21,1,1.242885872894897,explicit_rating,train
#1 gizmo fan,tt0112697,2017-06-24,1,1.0304652914710897,explicit_rating,train
#1 gizmo fan,tt0102685,2017-06-27,1,1.277112765980485,explicit_rating,train
#1 gizmo fan,tt5592248,2017-07-02,1,0.9774169640759859,explicit_rating,train
#1 gizmo fan,tt3890160,2017-07-05,1,1.204022452899755,explicit_rating,train
#1 gizmo fan,tt0157503,2017-07-13,1,0.985942884272474,explicit_rating,train
#1 gizmo fan,tt0829482,2017-07-19,1,1.3104821137008773,explicit_rating,train
#1 gizmo fan,tt1291584,2017-07-23,1,1.0361691146154035,explicit_rating,train
#1 gizmo fan,tt0060196,2017-07-29,1,1.2791740213459364,explicit_rating,train
#1 gizmo fan,tt2406566,2017-07-30,1,1.0294319012222946,explicit_rating,train
#1 gizmo fan,tt4877122,2017-08-01,0,1.1995337619594222,explicit_rating,train
#1 gizmo fan,tt0381681,2017-08-02,1,1.120395571707437,explicit_rating,train
#1 gizmo fan,tt1285016,2017-08-02,1,1.159537028057978,explicit_rating,train
#1 gizmo fan,tt0388795,2017-08-03,1,1.410942136142821,explicit_rating,train
#1 gizmo fan,tt0378194,2017-08-06,1,1.2418536215426894,explicit_rating,train
#1 gizmo fan,tt4481414,2017-08-10,1,1.0553395595202537,explicit_rating,train
#1 gizmo fan,tt0093177,2017-08-12,1,1.0125790021644572,explicit_rating,train
#1 gizmo fan,tt0265666,2017-08-14,1,1.340154015325425,explicit_rating,train
#1 gizmo fan,tt1241317,2017-08-25,0,1.0781563845198605,explicit_rating,train
#1 gizmo fan,tt5013056,2017-08-26,1,0.9147186088663145,explicit_rating,train
#1 gizmo fan,tt4846232,2017-08-27,1,1.289954987453017,explicit_rating,train
#1 gizmo fan,tt1915581,2017-09-06,1,1.0921206361135654,explicit_rating,train
#1 gizmo fan,tt1748122,2017-09-14,1,1.2006631310385567,explicit_rating,train
#1 gizmo fan,tt2802144,2017-09-24,1,1.1759040106679903,explicit_rating,train
#1 gizmo fan,tt0361748,2017-09-25,1,1.165787042621086,explicit_rating,train
#1 gizmo fan,tt0112471,2017-09-30,1,1.065394300592644,explicit_rating,train
#1 gizmo fan,tt3850590,2017-09-30,1,0.9029280636201245,explicit_rating,train
#1 gizmo fan,tt2494362,2017-10-01,1,0.9352378565010163,explicit_rating,train
#1 gizmo fan,tt0443706,2017-10-22,1,1.125242439403044,explicit_rating,train
#1 gizmo fan,tt2267998,2017-10-24,1,1.3318060389047661,explicit_rating,train
#1 gizmo fan,tt0102536,2017-11-05,1,1.0615022830261898,explicit_rating,train
#1 gizmo fan,tt5362988,2017-11-19,1,1.114648059699487,explicit_rating,train
#1 gizmo fan,tt5962210,2017-11-19,1,1.0325074559794332,explicit_rating,train
#1 gizmo fan,tt4925292,2017-11-24,1,1.1557563744284094,explicit_rating,train
#1 gizmo fan,tt0783233,2017-11-25,1,1.2187997894467373,explicit_rating,train
#1 gizmo fan,tt4972582,2017-11-26,1,1.1048425535075876,explicit_rating,train
#1 gizmo fan,tt0113540,2017-12-07,0,1.0431933718535984,explicit_rating,train
#1 gizmo fan,tt0458352,2017-12-07,1,1.0757677214128216,explicit_rating,train
#1 gizmo fan,tt0368226,2017-12-09,1,1.164826538917272,explicit_rating,train
#1 gizmo fan,tt3521126,2017-12-10,1,0.9594505058805523,explicit_rating,train
#1 gizmo fan,tt2347569,2017-12-23,1,1.2086739980388845,explicit_rating,train
#1 gizmo fan,tt0095016,2017-12-25,1,1.103942212058136,explicit_rating,train
#1 gizmo fan,tt0099785,2017-12-25,1,1.1956431593740717,explicit_rating,train
#1 gizmo fan,tt5580036,2017-12-27,1,1.2861541460498866,explicit_rating,train
#1 gizmo fan,tt0076786,2017-12-30,1,1.1347755053643258,explicit_rating,train
#1 gizmo fan,tt4538072,2017-12-30,1,1.1316411102215793,explicit_rating,train
#1 gizmo fan,tt0274558,2018-01-08,1,0.8273787736271492,explicit_rating,train
#1 gizmo fan,tt1109624,2018-01-12,1,0.9541747316530153,explicit_rating,train
#1 gizmo fan,tt3920596,2018-01-14,1,1.1580211537285134,explicit_rating,train
#1 gizmo fan,tt1019452,2018-01-26,1,1.111035254634903,explicit_rating,train
#1 gizmo fan,tt5635086,2018-02-02,1,1.138379298351439,explicit_rating,train
#1 gizmo fan,tt5052448,2018-02-03,1,0.9963468693241647,explicit_rating,train
#1 gizmo fan,tt0422720,2018-02-08,1,1.2578396818176067,explicit_rating,train
#1 gizmo fan,tt3783958,2018-02-11,1,1.170484673942854,explicit_rating,train
#1 gizmo fan,tt0470752,2018-02-21,1,1.0894032649552392,explicit_rating,train
#1 gizmo fan,tt2798920,2018-02-24,1,0.9978298736872158,explicit_rating,train
#1 gizmo fan,tt5247022,2018-02-25,1,1.1150038126991717,explicit_rating,train
#1 gizmo fan,tt4209788,2018-03-09,1,1.090983479811687,explicit_rating,train
#1 gizmo fan,tt0093565,2018-03-10,1,1.2172334282635402,explicit_rating,train
#1 gizmo fan,tt0432283,2018-03-16,1,1.0725121161370452,explicit_rating,train
#1 gizmo fan,tt5726616,2018-03-20,1,1.3216986943495752,explicit_rating,train
#1 gizmo fan,tt0435625,2018-03-23,1,1.1671355755569437,explicit_rating,train
#1 gizmo fan,tt4263482,2018-03-28,1,1.30762037262339,explicit_rating,train
#1 gizmo fan,tt0240772,2018-04-08,1,1.1893945765333636,explicit_rating,train
#1 gizmo fan,tt0096283,2018-04-15,1,1.0951968730283523,explicit_rating,train
#1 gizmo fan,tt5104604,2018-04-22,1,1.1801091571770415,explicit_rating,train
#1 gizmo fan,tt2278388,2018-04-25,1,1.0886785071019507,explicit_rating,train
#1 gizmo fan,tt3896198,2018-05-05,1,1.1076944860401907,explicit_rating,train
#1 gizmo fan,tt0386117,2018-05-22,1,1.1784941564943041,explicit_rating,train
#1 gizmo fan,tt0100814,2018-05-27,1,1.097592325516811,explicit_rating,train
#1 gizmo fan,tt0090728,2018-05-28,1,1.1279473993534905,explicit_rating,train
#1 gizmo fan,tt0111257,2018-05-29,1,1.1480271215540878,explicit_rating,train
#1 gizmo fan,tt1193138,2018-06-02,1,1.0231717030562353,explicit_rating,train
#1 gizmo fan,tt5439796,2018-06-08,1,1.0432969000742502,explicit_rating,train
#1 gizmo fan,tt7784604,2018-06-15,1,1.0539183710877498,explicit_rating,train
#1 gizmo fan,tt2883512,2018-06-29,1,0.9482397663630324,explicit_rating,train
#1 gizmo fan,tt0107290,2018-07-17,1,0.9680988043716467,explicit_rating,train
#1 gizmo fan,tt1638355,2018-07-22,1,1.134164917443515,explicit_rating,train
#1 gizmo fan,tt0057012,2018-07-31,1,1.0389822814503122,explicit_rating,train
#1 gizmo fan,tt0120663,2018-08-05,1,1.2520857425268805,explicit_rating,train
#1 gizmo fan,tt5742374,2018-08-08,1,0.972303899268255,explicit_rating,train
#1 gizmo fan,tt5990474,2018-08-13,1,0.9666032794570776,explicit_rating,train
#1 gizmo fan,tt0098635,2018-09-09,1,1.26631542037756,explicit_rating,train
#1 gizmo fan,tt3799232,2018-10-07,0,1.0377996073256017,explicit_rating,train
#1 gizmo fan,tt0862856,2018-10-28,1,1.0982686132868913,explicit_rating,train
#1 gizmo fan,tt4218572,2018-11-18,1,0.9911725800135006,explicit_rating,train
#1 gizmo fan,tt7125860,2019-01-06,1,1.045858348180295,explicit_rating,train
#1 gizmo fan,tt8075192,2019-01-20,1,1.2175269142660747,explicit_rating,train
#1 gizmo fan,tt7958736,2019-05-31,1,1.1915331526050983,explicit_rating,train
#1 gizmo fan,tt0108052,2019-06-11,1,0.9861045290398983,explicit_rating,train
#1 gizmo fan,tt1979376,2019-07-03,1,0.9931756773213076,explicit_rating,train
#1 gizmo fan,tt0837563,2019-07-13,0,0.9089585963837699,explicit_rating,train
#1 gizmo fan,tt1502712,2019-07-15,0,1.0527699871250578,explicit_rating,train
#1 gizmo fan,tt0102138,2019-09-05,1,1.0049984056902732,explicit_rating,train
#1 gizmo fan,tt7286456,2019-10-06,0,1.0875836432605956,explicit_rating,train
#1 gizmo fan,tt0078788,2019-11-07,1,1.046465567991244,explicit_rating,train
#1 gizmo fan,tt2139881,2019-11-11,1,0.8739613725688279,explicit_rating,train
#1 gizmo fan,tt6543652,2019-11-15,1,1.095265938236128,explicit_rating,train
#1 gizmo fan,tt7653254,2019-11-16,1,1.2260583388957822,explicit_rating,train
#1 gizmo fan,tt8946378,2019-11-23,1,1.2785624248778686,explicit_rating,train
#1 gizmo fan,tt2584384,2019-12-13,0,1.221670071977608,explicit_rating,train
#1 gizmo fan,tt8151874,2019-12-15,1,0.8420721232826819,explicit_rating,train
#1 gizmo fan,tt1302006,2019-12-22,1,0.972303899268255,explicit_rating,train
#1 gizmo fan,tt7349950,2019-12-23,0,0.9851315944566195,explicit_rating,train
#1 gizmo fan,tt5727208,2019-12-24,1,1.0280409841885672,explicit_rating,train
#1 gizmo fan,tt5776858,2019-12-25,1,1.02687026732347,explicit_rating,train
#1 gizmo fan,tt8772262,2019-12-26,0,1.1753500482673227,explicit_rating,train
#1 gizmo fan,tt2543472,2019-12-28,1,0.9931756773213076,explicit_rating,train
#1 gizmo fan,tt6394270,2020-01-01,0,1.1154176161666587,explicit_rating,train
#1 gizmo fan,tt3281548,2020-01-11,1,1.1216948197656122,explicit_rating,train
#1 gizmo fan,tt0106519,2020-01-16,1,1.055997436740305,explicit_rating,train
#1 gizmo fan,tt8579674,2020-01-18,0,1.1117052558027998,explicit_rating,train
#1 gizmo fan,tt0100332,2020-01-25,1,0.9236917448405645,explicit_rating,train
#1 gizmo fan,tt11388580,2020-01-31,1,0.9814997476568117,explicit_rating,train
#1 gizmo fan,tt0118845,2020-02-07,1,1.265180351185899,explicit_rating,train
#1 gizmo fan,tt8613070,2020-02-12,1,1.2565481631546631,explicit_rating,train
#1 gizmo fan,tt0111495,2020-02-17,1,0.9399512937942166,explicit_rating,train
#1 gizmo fan,tt5083738,2020-02-27,1,1.0646953777750308,explicit_rating,train
#1 gizmo fan,tt0107818,2020-03-02,1,0.87739646815944,explicit_rating,train
#1 gizmo fan,tt0094964,2020-03-12,1,0.9510294295304522,explicit_rating,train
#1 gizmo fan,tt0115736,2020-03-13,1,1.080578865394495,explicit_rating,train
#1 gizmo fan,tt0091251,2020-03-15,1,1.1310676591943432,explicit_rating,train
#1 gizmo fan,tt0140352,2020-03-16,1,0.9426984948184939,explicit_rating,train
#1 gizmo fan,tt0332379,2020-03-19,1,1.0706857191524208,explicit_rating,train
#1 gizmo fan,tt0072417,2020-03-28,1,1.0589626882523728,explicit_rating,train
#1 gizmo fan,tt0052893,2020-04-01,1,1.0615920605557208,explicit_rating,train
#1 gizmo fan,tt3654796,2020-04-05,1,1.0258074191819573,explicit_rating,train
#1 gizmo fan,tt1099212,2020-04-25,1,1.2416329190467783,explicit_rating,train
#1 gizmo fan,tt1951264,2020-05-02,1,1.259580170370006,explicit_rating,train
#1 gizmo fan,tt0086984,2020-05-16,0,0.8704318656799692,explicit_rating,train
#1 gizmo fan,tt1727824,2020-06-02,0,0.8788941731888616,explicit_rating,train
#1 gizmo fan,tt0113277,2020-07-03,1,1.0519019096503426,explicit_rating,train
#1 gizmo fan,tt2101441,2021-02-24,1,0.9065802552517791,explicit_rating,train
#1 gizmo fan,tt3554046,2021-07-24,0,0.9300952022902882,explicit_rating,train
#1 gizmo fan,tt10986222,2021-11-29,1,1.1289074044523155,explicit_rating,train
#1 gizmo fan,tt5108870,2022-03-31,0,1.0948509887612012,explicit_rating,train
#1 gizmo fan,tt10919380,2022-04-06,0,0.82848590764545,explicit_rating,train
#1 gizmo fan,tt0107822,2022-04-17,1,0.928839798835555,explicit_rating,train
#1 gizmo fan,tt10234724,2022-05-04,0,0.9969421276355558,explicit_rating,train
#1 gizmo fan,tt5580390,2022-05-18,1,1.0484691460811355,explicit_rating,train
#1 gizmo fan,tt9421570,2022-05-21,0,0.7988600872111036,explicit_rating,train
#1 gizmo fan,tt1191111,2022-07-09,1,0.8663929557552075,explicit_rating,train
#1 gizmo fan,tt10403420,2022-10-06,0,0.9510294295304522,explicit_rating,train
#1 gizmo fan,tt5109784,2022-10-18,0,0.9903937616730145,explicit_rating,train
#1 gizmo fan,tt14208870,2022-11-15,1,1.004858887207498,explicit_rating,train
#1 gizmo fan,tt13833688,2022-12-20,0,1.2852765467785068,explicit_rating,train
#1 gizmo fan,tt10640346,2022-12-21,1,1.3070907224211281,explicit_rating,train
#1 gizmo fan,tt0097958,2022-12-25,1,0.8251354545666278,explicit_rating,train
#1 gizmo fan,tt7557108,2023-01-08,1,0.9816670789518378,explicit_rating,train
#1 gizmo fan,tt0286751,2023-01-31,1,0.8306719476725131,explicit_rating,train
#1 gizmo fan,tt1132626,2023-02-10,0,1.024616067867232,explicit_rating,train
#1 gizmo fan,tt0133093,2023-03-04,1,1.0158239133070046,explicit_rating,train
#1 gizmo fan,tt0168629,2023-04-07,0,1.0526738233236617,explicit_rating,train
#1 gizmo fan,tt13521006,2023-04-19,0,1.2764744106401513,explicit_rating,train
#1 gizmo fan,tt1288558,2023-04-24,1,1.0670391550720923,explicit_rating,train
#1 gizmo fan,tt13345606,2023-04-24,1,1.1014661249436501,explicit_rating,train
#1 gizmo fan,tt9603212,2023-07-13,1,1.1311198970436558,explicit_rating,train
#1 gizmo fan,tt0103873,2023-08-23,1,0.8899446178154709,explicit_rating,train
#1 gizmo fan,tt17527468,2023-08-30,1,1.3763078687415842,explicit_rating,train
#1 gizmo fan,tt0088178,2023-09-25,1,1.0581356079291313,explicit_rating,train
#1 gizmo fan,tt21807222,2023-10-09,1,0.9907058559961414,explicit_rating,train
#1 gizmo fan,tt5537002,2023-10-18,1,1.0540136078372118,explicit_rating,train
#1 gizmo fan,tt0884328,2023-11-15,1,0.9044624516541137,explicit_rating,train
#1 gizmo fan,tt3960412,2023-12-04,1,0.9491045962356232,explicit_rating,train
#1 gizmo fan,tt21064584,2023-12-20,1,1.410942136142821,explicit_rating,train
#1 gizmo fan,tt0877057,2024-02-16,1,0.9600455343616571,explicit_rating,train
#1 gizmo fan,tt15239678,2024-02-28,1,1.2729748276011528,explicit_rating,train
#1 gizmo fan,tt19637052,2024-03-13,1,1.3334266901689409,explicit_rating,val
#1 gizmo fan,tt11315808,2024-10-04,0,1.189029114054582,explicit_rating,train
#1 gizmo fan,tt0876563,2025-01-27,1,0.9406436229682547,explicit_rating,test
'Becca'lise,tt0114388,2016-01-15,1,1.0541087740147892,explicit_rating,test
(+^-^),tt3416536,2018-04-14,0,0.8639071991071602,explicit_rating,train
**Cherry™**,tt0424136,2022-06-04,1,0.7744695479288031,explicit_rating,test
*f,tt0384537,2022-05-29,1,0.7887538948476782,explicit_rating,test
*•̩̩͙✩•̩̩͙*˚ℐ𝕦𝗅𝐞ʂ˚*•̩̩͙✩•̩̩͙*,tt1305806,2020-11-08,1,0.9433762101155517,explicit_rating,test
*✧･ﾟ:* lochlyn *:･ﾟ✧*,tt0251127,2021-07-10,1,1.1513712864188277,explicit_rating,val
*✧･ﾟ:* lochlyn *:･ﾟ✧*,tt1436562,2023-01-22,1,0.914154094767211,explicit_rating,test
++*nika*++,tt0810705,2021-12-26,1,0.8454970396040171,explicit_rating,test
- ̗̀ juliette ̖́-,tt0304415,2018-08-18,1,1.099543830591903,explicit_rating,test
"-,’ isabella ’,-",tt0386588,2025-02-24,1,0.68290772064798,explicit_rating,test
"-`, rαn ✿",tt27802490,2024-02-28,1,0.9127318570785454,explicit_rating,test
-ˋˏ 𝐀𝐧𝐚 ˎˊ-,tt2084970,2021-10-19,1,0.7880006566135637,explicit_rating,train
-ˋˏ 𝐀𝐧𝐚 ˎˊ-,tt2226417,2022-09-13,1,0.9215733174138491,explicit_rating,train
-ˋˏ 𝐀𝐧𝐚 ˎˊ-,tt0489270,2022-10-11,1,1.0393029476612639,explicit_rating,train
-ˋˏ 𝐀𝐧𝐚 ˎˊ-,tt0056592,2023-03-08,1,0.7515572321681416,explicit_rating,val
-ˋˏ 𝐀𝐧𝐚 ˎˊ-,tt0213149,2023-12-12,1,0.9089585963837699,explicit_rating,test
-ˏˋ elsa ˊˎ-,tt0454921,2020-05-30,1,1.0267526065266335,explicit_rating,test
.,tt2763304,2017-07-02,1,0.921306040000492,explicit_rating,train
.,tt0319262,2017-07-08,0,0.9255171304037779,explicit_rating,train
.,tt0112697,2017-07-12,1,1.0881687319753732,explicit_rating,train
.,tt2370248,2017-07-13,1,1.0472707540191282,explicit_rating,train
.,tt0169547,2017-09-10,1,1.0747186752029048,explicit_rating,train
.,tt0421994,2018-06-12,1,1.002036207632259,explicit_rating,train
.,tt0373889,2018-09-14,1,1.05363223635944,explicit_rating,val
.,tt1156398,2018-11-03,1,1.2720891822430476,explicit_rating,test
. ݁₊ᝰ Delani ❀˖°,tt1649419,2025-03-14,1,0.7593430553643264,explicit_rating,test
0dsanyu,tt0451079,2024-07-21,1,0.6862875670440363,explicit_rating,test
